valor,inicio,num_apostas,valorApostado,valorGanho,diferenca,result,minutos_decorridos,dia,mes,dia_da_semana
2.22,1754349742,2136,288429.58,-136646.14,151783.44,1,1222,4,8,0
2.06,1754349763,2320,316478.8,-171134.92,145343.88,1,1222,4,8,0
5.63,1754349782,2165,259381.96,-498207.2,-238825.24,1,1223,4,8,0
10.48,1754349815,2375,297908.88,-767522.88,-469614.0,1,1223,4,8,0
1.03,1754349853,2367,359901.24,-15739.59,344161.65,0,1224,4,8,0
3.29,1754349865,2065,296730.6,-366927.0,-70196.4,1,1224,4,8,0
1.3,1754349891,2417,378851.2,-37377.9,341473.3,0,1224,4,8,0
2.53,1754349906,2383,387986.2,-355005.7,32980.5,1,1225,4,8,0
1.39,1754349928,2100,266754.0,-37458.0,229296.0,0,1225,4,8,0
1.06,1754349944,2454,391590.0,-28610.96,362979.04,0,1225,4,8,0
